DO(ppm),pH,Temperature(*C),TDS,Health
3.8,8.6,24,290,0
3.9,7.2,26,60,0
2.6,6.1,28,66,0
3.6,7.8,25,206,0
4,8.1,43,50,0
3.6,7.7,15,57,0
3.5,8.7,28,78,0
3.9,7.2,24,62,0
4.5,9.1,32,73,0
5.2,12.4,32,67,0
3.6,7.3,32,262,0
5,11.6,32,81,0
6,12.1,27,51,0
4.6,12.5,29,297,0
3.9,7.8,15,60,0
5.4,12.2,26,91,0
3.7,7.4,45,228,0
3.3,5.2,30,78,0
3.5,7.4,43,80,0
5.2,8.3,26,78,0
3.5,7.7,30,104,1
3.6,7.2,32,141,1
3.9,8.7,31,178,1
3.8,7.1,28,143,1
3.7,7,30,166,1
3.9,8.3,32,143,1
3.6,6.8,29,120,1
4,8.1,31,104,1
4,8.2,30,105,1
3.8,7.7,31,161,1
3.9,7.1,38,143,1
3.6,7.4,32,119,1
3.8,7.6,31,109,1
3.7,7.9,26,111,1
3.7,7.6,29,144,1
3.8,7.2,26,133,1
3.5,7.6,29,103,1
3.9,7,26,180,1
3.5,7.9,27,142,1
3.9,7.2,32,140,1
3.6,7.2,32,163,1
4,7.2,30,136,1
3.6,6.8,26,136,1
3.7,7.6,26,125,1
3.6,8.2,28,121,1
4,8.5,29,154,1
3.8,7,26,121,1
3.6,6.9,31,108,1
3.8,8.6,26,173,1
3.8,6.8,31,102,1
3.8,7.3,26,141,1
3.9,8.4,27,140,1
3.7,7,32,126,1
3.5,8.7,29,139,1
4,6.9,30,185,1
3.5,7.7,26,163,1
3.9,8.2,29,163,1
3.7,7.2,32,151,1
3.7,7.8,30,191,1
3.7,8.5,40,195,1
4,8.7,26,131,1
3.8,6.9,30,193,1
3.7,7.7,29,147,1
3.5,8.3,32,115,1
3.8,8.4,31,169,1
4,8.5,28,122,1
3.9,8,29,155,1
4,8,26,158,1
3.5,8.1,30,196,1
3.9,7.9,30,139,1
4,8.7,30,141,1
3.6,7.5,32,153,1
3.9,8.1,29,119,1
3.6,7.3,26,198,1
3.8,8.3,26,195,1
3.5,7.8,31,176,1
3.8,7.9,28,185,1
3.5,7.9,29,154,1
3.6,8.6,31,134,1
3.5,7.9,42,148,1
3.7,6.9,30,128,1
3.6,8,30,119,1
3.5,7.8,29,190,1
3.6,7.1,31,188,1
4,7.6,26,137,1
4,8.7,27,114,1
3.7,6.8,30,139,1
3.8,7.4,32,163,1
3.5,8.1,31,188,1
3.6,8.7,26,143,1
3.7,8.5,29,127,1
3.6,7.5,37,133,1
4,7.9,28,180,1
3.6,7,28,129,1
3.5,8.3,30,120,1
3.8,8.3,26,127,1
3.6,8.6,29,161,1
3.6,6.8,27,155,1
3.6,7.6,29,190,1
4,7,32,140,1
3.5,7.5,26,173,1
3.7,8.3,27,141,1
4,8.7,26,132,1
4,7.6,30,124,1
4,6.8,30,136,1
3.8,8.7,32,139,1
3.8,8.3,31,158,1
3.7,7.6,29,144,1
3.9,8.7,27,172,1
4,8.2,31,167,1
3.7,7.9,26,141,1
3.8,7.9,30,131,1
3.6,8.5,32,183,1
3.5,6.8,29,109,1
4,6.8,31,121,1
4,7.6,27,190,1
3.7,8.3,28,161,1
3.6,8.7,32,119,1
3.5,7.8,29,124,1
3.9,7.6,29,178,1
3.9,8.3,28,107,1
3.9,7.6,30,115,1
3.7,7.3,28,187,1
3.9,7.9,27,100,1
3.9,7.2,26,161,1
4,7.7,28,116,1
3.9,7.2,32,132,1
3.8,7.6,32,132,1
3.6,7.6,32,125,1
3.8,7,29,190,1
3.6,8.5,32,186,1
4,8.5,30,130,1
3.9,8.1,29,143,1
3.8,8.3,28,183,1
3.7,8.1,26,166,1
3.6,7.1,32,128,1
3.7,7.1,27,183,1
3.6,8.3,30,109,1
4,6.8,28,156,1
3.5,8.7,31,130,1
3.7,7.4,29,197,1
4,7.8,32,101,1
3.7,7.1,26,114,1
4,6.9,30,181,1
3.5,8.2,26,184,1
4,7.7,36,182,1
4,7.9,30,132,1
4,8.1,29,185,1
3.6,8.6,30,123,1
3.9,7.3,44,156,1
3.7,8.4,29,137,1
3.7,7.9,27,169,1
3.5,8.4,28,124,1
3.9,7.2,27,167,1
4,8.5,31,172,1
3.8,6.9,29,112,1
3.7,7.6,30,159,1
3.6,7,26,187,1
3.8,7,31,100,1
3.5,8.5,32,177,1
3.6,8.4,31,142,1
3.6,8.1,32,113,1
3.5,7.7,27,107,1
3.9,7.9,31,129,1
3.8,7.5,28,156,1
4,7.9,31,136,1
3.9,8.6,26,194,1
3.8,7.7,32,120,1
4,8.7,32,108,1
4,7,26,165,1
3.7,8.5,30,195,1
3.9,8.2,37,119,1
3.7,8,38,160,1
3.8,8.2,31,178,1
4,7,32,189,1
3.5,8.6,31,197,1
3.6,8.3,32,145,1
3.9,7.4,28,154,1
3.9,7.2,32,199,1
4,8.1,26,167,1
3.7,6.9,31,178,1
3.5,8.6,29,130,1
3.9,7.6,27,116,1
3.5,7.2,30,144,1
3.6,8,27,131,1
3.8,7.2,31,111,1
3.5,8.1,26,144,1
4,7.2,30,136,1
4,7.6,27,116,1
3.6,8.5,27,114,1
3.5,8.6,30,177,1
3.5,8.4,28,199,1
3.9,7.7,26,140,1
3.8,8.6,31,129,1
4,7.1,29,113,1
3.7,7.5,26,110,1
3.8,8.4,29,135,1
3.8,8.5,27,108,1
3.7,7.4,28,107,1
3.6,7.8,26,170,1
4,8.6,29,115,1
3.6,7,30,179,1
3.6,8.4,26,172,1
4,7.6,27,119,1
4,8.7,30,148,1
3.5,7.8,31,197,1
3.6,8.2,28,162,1
3.6,6.9,27,189,1
4,6.9,36,171,1
3.9,8,29,172,1
3.8,7.8,29,157,1
3.8,7.1,32,123,1
3.5,7.5,31,161,1
3.6,8.1,31,123,1
3.5,8.7,29,199,1
3.9,7.8,26,196,1
3.7,7.7,31,187,1
3.6,7.2,32,198,1
3.6,7.4,30,150,1
3.9,8.3,31,130,1
3.5,8.3,32,142,1
3.9,8.6,28,100,1
3.8,7.4,32,161,1
3.6,8.3,30,168,1
3.9,7.6,31,136,1
3.7,8.7,29,187,1
3.8,7.4,30,142,1
3.8,7.4,26,165,1
3.6,8,31,147,1
3.8,8.4,29,131,1
3.5,7.1,29,105,1
3.7,7.6,28,105,1
4,7.5,28,148,1
3.9,8.4,29,188,1
3.5,8.4,31,124,1
3.9,6.9,30,107,1
3.8,6.9,32,150,1
3.9,7,31,134,1
3.6,8,32,116,1
4,7.2,32,130,1
3.9,7.3,31,103,1
3.7,7.8,27,154,1
3.6,7.7,30,200,1
3.8,6.9,28,193,1
4,7.7,26,166,1
3.5,7.6,27,193,1
3.9,8.1,30,194,1
4,7.2,28,159,1
4,8.1,31,125,1
3.9,7.2,32,163,1
3.6,7.9,30,183,1
3.5,8.3,26,113,1
3.5,8.6,36,145,1
3.8,8.5,31,175,1
3.7,7.3,32,128,1
3.5,6.9,30,157,1
3.8,8.1,30,193,1
3.6,8.6,28,142,1
3.6,7.1,27,123,1
3.6,8.3,29,175,1
3.7,7,27,187,1
4,7.1,31,170,1
4,7.1,29,187,1
3.5,8.7,27,194,1
3.9,7.9,32,111,1
3.5,7.5,29,155,1
4,8.1,31,194,1
3.9,8.1,26,115,1
3.9,8.6,32,108,1
3.5,6.8,32,155,1
3.7,7.2,26,163,1
3.9,8.5,41,144,1
3.6,7.1,26,200,1
3.8,7.1,45,166,1
3.9,7.5,30,106,1
3.6,7.5,26,152,1
3.6,7.5,28,144,1
3.9,6.8,31,198,1
3.9,8.3,32,190,1
3.6,7.6,30,105,1
3.5,8.1,28,182,1
3.7,8.4,29,116,1
3.9,8.5,31,158,1
3.5,8.5,32,152,1
3.8,7.3,28,189,1
3.7,8.3,29,126,1
3.7,8.6,31,195,1
3.9,7.7,32,138,1
3.5,7.9,43,105,1
3.7,8.2,30,145,1
3.5,7.2,30,121,1
3.6,7,27,114,1
3.9,8.3,31,195,1
3.8,7,26,161,1
3.9,8.3,29,160,1
3.9,8.2,27,138,1
3.8,7.4,26,110,1
4,7.8,29,156,1
3.7,7.8,30,123,1
3.8,8.4,30,126,1
3.8,8.7,32,182,1
3.5,7,29,163,1
3.5,7.5,30,117,1
3.5,8.7,30,104,1
3.7,7.6,29,122,1
3.8,6.9,26,116,1
3.7,7,29,188,1
3.8,8.2,32,127,1
3.6,7.9,31,133,1
4,8.6,27,143,1
3.8,7.1,28,180,1
3.9,8.7,30,154,1
4,8.5,27,152,1
3.9,7,27,133,1
3.8,6.8,26,123,1
3.6,8.4,32,183,1
3.8,7.2,29,180,1
3.6,8.7,29,160,1
4,7.4,26,198,1
3.5,8.7,27,200,1
3.9,7.9,26,116,1
3.6,7.5,32,142,1
3.7,7.6,29,189,1
4,8.7,31,170,1
3.7,8.7,26,194,1
3.8,7.8,32,176,1
3.5,7.1,28,190,1
3.7,7.5,26,108,1
3.5,8.5,26,124,1
3.6,8.1,29,199,1
4,6.8,28,174,1
3.8,7.1,29,112,1
4,7.8,29,147,1
3.7,8.1,26,160,1
3.7,7.1,31,194,1
3.7,8.5,39,177,1
3.5,6.8,31,174,1
3.7,7.2,32,175,1
4,7.8,31,165,1
3.8,8.3,26,125,1
3.7,7.7,26,107,1
4,7.9,28,161,1
3.7,8,32,116,1
4,8,29,109,1
4,7.7,26,167,1
3.6,7.2,26,188,1
3.6,7.2,29,190,1
4,8.6,32,148,1
3.5,8.1,28,170,1
3.9,7.6,30,177,1
3.6,7.5,26,108,1
4,7.8,26,195,1
3.9,7,27,146,1
3.6,7.8,32,113,1
4,6.8,26,162,1
3.8,7.1,32,185,1
3.8,8.5,26,154,1
3.5,6.8,26,104,1
3.9,7.6,28,162,1
3.8,8.7,30,187,1
3.8,8,31,191,1
3.9,8.3,30,161,1
4,7.6,28,169,1
3.8,7.5,27,182,1
3.7,6.8,27,118,1
3.8,8.3,29,147,1
3.8,7.6,32,126,1
3.7,7.5,28,166,1
4,8.3,30,135,1
3.5,8.3,29,120,1
3.8,7.5,28,166,1
3.6,8,32,199,1
3.7,8.4,29,158,1
3.7,8.2,27,105,1
3.5,8.5,27,191,1
3.9,8.7,30,128,1
3.8,7.8,32,101,1
3.5,8.6,26,102,1
3.6,7.8,32,187,1
3.6,7.3,29,168,1
3.6,8.2,30,195,1
3.6,8.7,31,181,1
3.7,7.1,27,165,1
3.6,7.8,30,104,1
4,7,27,157,1
4,7,32,130,1
4,8.6,31,171,1
3.6,7.9,31,140,1
3.7,6.8,32,185,1
3.8,8,28,171,1
3.6,8.5,26,172,1
3.5,7.2,31,146,1
3.8,8.2,28,127,1
3.5,8.1,26,157,1
3.7,8.4,28,164,1
4,6.8,29,160,1
3.7,7,27,190,1
4,8.2,27,138,1
3.9,8.5,26,120,1
4,6.9,31,106,1
3.8,7.5,28,145,1
3.9,6.8,27,114,1
3.5,8.6,31,154,1
3.8,7.3,27,127,1
3.9,8.4,29,187,1
3.6,6.8,28,178,1
3.9,7.2,41,130,1
3.7,7,31,101,1
4,7.9,26,103,1
3.8,8.2,37,129,1
4,7,26,144,1
3.9,8.3,33,126,1
3.7,7.7,26,125,1
3.8,7.5,31,106,1
3.6,8.4,30,130,1
3.7,7.2,30,140,1
3.9,6.8,27,138,1
3.6,7.8,27,141,1
3.8,7.6,31,174,1
3.9,8,28,144,1
3.5,7.2,28,142,1
4,7.6,30,166,1
3.7,8.3,32,141,1
3.9,7,29,153,1
3.7,7.6,31,175,1
3.7,7.8,27,123,1
4,6.8,32,140,1
3.8,8.7,30,196,1
3.7,7.9,27,106,1
4,6.9,30,104,1
3.8,6.8,27,120,1
3.9,6.8,31,165,1
4,6.9,30,199,1
3.9,7.5,27,193,1
3.8,8.2,30,176,1
3.8,7.9,31,129,1
3.7,7,31,142,1
4,7,31,176,1
3.5,7.3,30,136,1
4,6.9,27,175,1
3.6,6.8,30,147,1
3.5,8.5,32,147,1
3.7,7.5,30,199,1
3.9,8.3,35,192,1
3.6,7.7,26,156,1
3.5,8.5,26,179,1
3.8,8.7,29,180,1
3.5,7.6,32,157,1
4,8.4,27,119,1
3.9,8,28,177,1
3.9,8.7,32,125,1
3.6,7.6,32,160,1
3.9,6.8,31,177,1
4,8.3,26,113,1
3.5,6.8,32,159,1
3.8,7.6,29,190,1
4,8.4,29,160,1
3.7,6.8,26,141,1
3.8,7.6,30,123,1
3.5,6.8,29,188,1
3.9,8,28,164,1
3.5,8.1,32,141,1
3.9,8.6,26,109,1
3.8,7.8,30,171,1
4,7.8,32,167,1
4,8.6,27,192,1
3.6,7.6,29,139,1
4,7.7,31,100,1
4,7.1,28,165,1
3.6,7.8,28,169,1
4,8.7,32,127,1
3.6,6.8,30,181,1
3.7,7.3,32,112,1
3.8,6.9,26,194,1
3.6,8.1,26,124,1
3.7,7.8,31,155,1
3.8,8.4,27,112,1
3.5,8.4,26,189,1
3.6,8.7,31,108,1
3.5,7.8,27,101,1
3.9,8.4,31,102,1
3.7,7.8,29,188,1
3.8,7.5,32,159,1
3.8,6.8,31,152,1
3.7,6.8,32,190,1
3.9,7.4,29,152,1
3.5,7.8,29,146,1
3.5,7.1,30,108,1
4,6.9,31,195,1
3.6,8.6,31,168,1
3.6,7,26,126,1
3.7,8.3,30,137,1
3.9,7.8,32,123,1
4,8.7,27,163,1
3.6,7.9,27,128,1
3.8,7.4,28,181,1
4,8.5,27,148,1
3.9,8.6,29,188,1
3.6,7.1,37,109,1
3.7,7.4,27,167,1
3.9,8.6,30,167,1
3.9,7.4,27,195,1
3.7,8.2,31,125,1
3.7,7,32,107,1
3.5,8.1,28,192,1
3.6,8,28,115,1
4,8.6,27,193,1
3.9,7.5,32,101,1
3.6,7,32,179,1
3.5,8.2,26,101,1
3.5,7.3,27,166,1
3.5,8.1,29,181,1
3.6,7,32,126,1
3.7,7,31,199,1
3.8,8.7,29,102,1
4,8.7,28,158,1
4,8,30,127,1
3.7,8.5,27,153,1
3.6,7.7,31,149,1
3.7,8,26,102,1
3.8,7.7,27,186,1
3.6,8.5,32,107,1
3.9,7.3,28,120,1
3.5,7.8,27,132,1
3.6,7.5,26,161,1
3.9,7.9,29,119,1
3.5,7.3,29,126,1
3.9,8.5,32,152,1
4,6.9,31,142,1
3.7,8,29,176,1
3.5,6.8,29,135,1
3.8,7.7,30,177,1
3.5,7.9,31,131,1
3.5,8,42,189,1
3.8,6.9,29,154,1
3.7,7.3,27,184,1
3.7,7,31,120,1
4,7.1,26,147,1
3.7,8.5,32,147,1
3.5,8.2,29,197,1
3.9,7.2,26,164,1
4,7.9,27,188,1
3.5,8.6,27,117,1
3.9,7.4,32,157,1
3.7,8.2,30,149,1
3.6,7,32,196,1
3.7,7.5,30,116,1
3.7,6.8,32,188,1
3.6,7,32,193,1
3.6,8.6,31,152,1
3.8,6.8,32,152,1
3.6,8.6,26,113,1
3.9,6.8,28,182,1
3.9,7.8,26,200,1
3.6,8.5,26,125,1
4,8.4,32,146,1
3.7,7.1,30,134,1
3.5,7.5,29,141,1
3.6,7.4,26,128,1
4,7,27,155,1
3.6,7.8,27,147,1
3.7,8,30,162,1
3.9,8,30,101,1
3.5,7.5,31,107,1
3.5,8.2,27,141,1
3.6,7.9,29,129,1
3.5,7.6,40,169,1
3.6,7.6,30,193,1
3.6,7.7,31,128,1
3.6,6.9,28,110,1
3.7,8.6,31,114,1
3.7,8.4,26,103,1
3.6,7.7,31,176,1
3.7,6.8,27,180,1
3.6,7.5,29,125,1
3.5,6.8,27,167,1
4,7.7,32,166,1
3.6,7.7,29,133,1
3.7,7.3,32,153,1
4,7.1,27,145,1
4,8.5,32,188,1
3.8,8.3,29,110,1
3.5,8.7,27,120,1
3.5,8.4,27,153,1
3.9,7.3,31,140,1
3.7,8,30,133,1
3.5,8.2,32,133,1
3.7,8.5,32,170,1
3.6,6.8,31,182,1
3.8,6.9,29,105,1
3.7,8.5,30,136,1
3.6,7,27,103,1
3.9,8.3,31,185,1
4,8.6,28,184,1
3.6,7.2,27,102,1
3.5,7.5,26,102,1
3.7,8.7,26,130,1
3.5,7.6,30,111,1
3.6,8.7,32,110,1
3.9,8.6,27,111,1
3.6,8.2,30,121,1
3.7,7.6,27,146,1
4,7.6,26,136,1
3.6,6.9,26,128,1
3.9,7.3,29,136,1
4,7.5,30,148,1
3.7,8,31,160,1
3.5,7.1,27,167,1
3.6,6.9,26,136,1
3.9,7.9,27,171,1
3.8,7.9,27,148,1
3.5,8.5,30,178,1
3.8,8.6,32,171,1
3.7,8.3,28,109,1
4,7.2,39,165,1
3.8,6.8,27,153,1
3.8,7.4,31,117,1
3.6,7,30,186,1
4,7.6,36,149,1
3.5,7.6,26,165,1
4,8.3,32,141,1
3.5,7.2,30,129,1
3.8,7.3,29,151,1
4,7.3,29,113,1
3.5,8.3,30,145,1
3.5,8.6,30,157,1
4,8.6,29,142,1
3.5,7.5,27,130,1
3.9,6.9,32,160,1
4,6.9,31,148,1
3.6,6.8,27,182,1
3.9,7.3,26,173,1
3.8,8.6,31,188,1
3.8,7.7,31,163,1
3.7,8.1,32,123,1
3.6,7.5,32,183,1
3.5,7.7,31,111,1
3.9,7.5,30,110,1
4,7.7,32,137,1
3.6,7.8,31,101,1
3.8,6.8,27,151,1
3.5,7.3,32,126,1
3.7,8.2,28,128,1
3.7,8,31,147,1
3.7,7.7,30,155,1
4,8.6,31,152,1
3.5,8.6,30,131,1
3.8,8.7,26,145,1
3.7,6.9,26,190,1
3.9,7.1,30,194,1
3.6,8.4,30,159,1
3.9,8.5,27,142,1
4,8.7,27,196,1
3.6,7.1,29,188,1
3.6,7.6,26,114,1
3.7,8.3,30,183,1
3.8,7.1,26,165,1
4,8.6,29,150,1
3.5,7.1,29,158,1
3.9,7.8,28,170,1
3.7,7.3,31,118,1
4,8,28,198,1
3.6,7.9,32,153,1
3.8,8.5,30,157,1
3.6,7.9,30,124,1
3.9,7.9,30,116,1
3.9,7.9,29,137,1
3.8,8.6,31,179,1
4,7.9,27,168,1
3.5,8,30,162,1
3.5,7.2,30,172,1
3.5,7.8,26,198,1
3.7,7.5,28,116,1
3.7,8.4,28,163,1
3.5,7.3,26,156,1
3.7,8.3,32,126,1
3.9,7,31,113,1
3.6,8.1,26,107,1
3.8,7.2,26,118,1
3.8,8.6,26,160,1
3.7,8.2,32,190,1
3.5,6.9,30,132,1
4,8.4,26,125,1
3.9,7.9,27,165,1
3.9,8,28,142,1
3.5,7.8,27,159,1
4,8,28,188,1
4,6.8,28,100,1
4,8.3,29,125,1
4,7.8,26,175,1
3.8,7.5,28,174,1
3.9,8.3,28,120,1
3.6,7,30,151,1
3.7,7.1,30,104,1
3.5,8.4,31,188,1
3.6,7.6,29,199,1
3.5,8,45,195,1
3.8,7.7,27,112,1
3.7,7.6,29,197,1
3.5,7,29,140,1
3.5,8.3,26,158,1
3.7,8.4,30,129,1
3.5,7.2,32,166,1
3.7,6.9,30,190,1
3.9,7.4,26,167,1
3.9,6.8,32,199,1
4,8.4,29,186,1
4,7.6,26,125,1
4,6.9,29,126,1
3.6,8.3,32,171,1
3.5,6.9,28,120,1
3.8,7.5,30,150,1
3.5,8,31,181,1
3.9,8.2,31,142,1
3.7,7.1,29,107,1
4,7.5,29,181,1
3.9,8.2,32,189,1
4,8,32,190,1
3.5,7.3,28,142,1
3.7,8,29,177,1
3.8,7.9,27,170,1
3.8,8.6,30,112,1
4,6.9,30,173,1
3.5,7.5,27,139,1
3.6,6.8,32,111,1
3.9,7.4,26,182,1
3.9,7.7,26,197,1
3.9,7.2,31,133,1
3.6,8.4,32,107,1
4,8.3,26,132,1
4,8.6,31,109,1
3.7,8.4,29,150,1
3.7,7.6,29,126,1
4,8,32,153,1
3.9,7.2,30,120,1
3.6,7.9,35,154,1
3.5,6.9,31,198,1
3.9,8.4,27,137,1
3.8,6.8,27,153,1
3.7,8.1,31,138,1
3.8,7.7,32,139,1
4,8.3,29,146,1
3.8,7.6,26,186,1
4,7.3,31,144,1
3.8,7.2,38,143,1
3.8,6.8,32,161,1
3.7,8,31,102,1
3.9,7.9,31,174,1
3.6,7.9,32,177,1
3.5,7.5,27,191,1
3.5,7.1,31,188,1
3.9,7.8,32,101,1
4,8.1,29,161,1
3.9,7.8,32,156,1
3.5,8.6,29,198,1
4,7,32,199,1
3.9,8.1,28,136,1
3.5,7.2,27,107,1
3.8,8.4,27,119,1
3.6,8.4,28,154,1
3.7,7.5,26,120,1
3.6,7.3,30,187,1
3.9,7.8,26,129,1
3.8,8,31,112,1
3.6,8.3,26,144,1
3.9,8,29,192,1
3.8,8,27,163,1
3.8,6.8,30,190,1
4,7.2,29,127,1
3.7,8.7,27,131,1
3.9,6.8,27,191,1
3.9,7.5,29,113,1
3.5,7.5,26,154,1
3.7,7.6,29,164,1
3.6,7.8,27,116,1
3.9,7.3,29,124,1
3.9,7.6,28,196,1
4,8.6,32,190,1
3.9,7.6,28,115,1
3.6,8.4,27,143,1
4,6.8,27,122,1
4,7.9,30,152,1
3.8,7,30,114,1
3.6,7.3,26,128,1
3.5,8.1,26,149,1
3.9,8.2,31,184,1
4,7.5,27,178,1
4,8.6,30,174,1
3.5,7,30,147,1
3.8,7.6,27,146,1
4,7.5,30,120,1
3.8,6.8,32,102,1
3.5,8.7,29,172,1
3.5,7.9,29,192,1
3.8,8.6,27,137,1
3.7,8.6,30,147,1
3.6,8.1,29,167,1
4,7.8,31,153,1
3.5,8.5,32,113,1
3.6,8,32,104,1
3.6,7,31,188,1
4,7,26,160,1
3.6,6.8,28,160,1
3.7,7.9,30,154,1
3.5,7.8,29,144,1
3.7,7.9,26,113,1
3.9,8.1,31,177,1
3.5,7.5,45,123,1
4,8.7,31,133,1
3.8,7,27,188,1
3.8,8.6,31,152,1
3.8,8,31,107,1
3.6,8.7,31,188,1
3.8,8.7,32,187,1
3.9,7.6,31,166,1
3.6,8,29,176,1
3.8,7.4,27,171,1
3.7,7.2,27,157,1
3.8,7.5,28,175,1
3.6,8.4,29,152,1
3.9,8.1,30,178,1
3.7,8.2,30,105,1
3.7,7.6,36,125,1
3.9,8.7,30,186,1
3.8,8.1,31,134,1
3.9,7.6,29,174,1
3.9,8.5,28,144,1
3.5,7.6,31,104,1
3.8,6.9,29,113,1
3.5,7.8,27,151,1
4,7.8,32,166,1
3.7,7.8,29,139,1
3.5,7.9,26,128,1
3.9,7,32,143,1
3.5,7,26,119,1
3.9,8.4,34,139,1
4,8.4,26,194,1
3.9,6.8,29,110,1
3.8,7,30,137,1
3.5,7.6,29,150,1
3.6,7.6,31,101,1
3.5,8.5,32,180,1
4,7.8,32,139,1
3.6,8.2,26,134,1
3.5,7,32,179,1
3.6,6.8,30,101,1
3.5,8.3,28,138,1
3.6,7.9,27,166,1
3.8,7.5,27,173,1
3.5,7.3,29,136,1
3.8,7.1,27,164,1
4,7,41,165,1
3.7,7.9,32,126,1
3.8,7.5,31,100,1
4,7.2,28,167,1
4,8,30,105,1
4,8.2,29,195,1
3.6,6.8,28,195,1
3.6,7.2,32,128,1
3.9,8.3,28,108,1
3.5,7.3,31,182,1
3.7,7.3,28,182,1
4,7.3,26,200,1
3.5,8.2,42,110,1
4,8.5,30,156,1
3.8,7.4,30,172,1
3.8,7.5,31,109,1
3.9,7.2,27,172,1
3.8,7.9,32,159,1
3.6,8.6,32,174,1
3.5,8.6,31,141,1
3.6,8.2,29,146,1
3.7,6.8,27,181,1
4,6.8,40,103,1
4,8.4,31,169,1
3.6,7.2,31,193,1
3.9,7.3,27,165,1
3.7,8.1,30,189,1
3.5,8.3,27,101,1
3.6,7.1,31,179,1
3.6,7.6,31,164,1
3.5,7.5,34,131,1
3.6,8.4,29,130,1
3.7,8.1,30,156,1
3.6,7.3,28,133,1
3.7,7.5,28,162,1
3.7,7.2,26,170,1
3.6,7.6,26,131,1
3.6,8.1,31,159,1
3.7,8.7,28,107,1
3.9,7,31,188,1
3.6,7.8,31,119,1
3.9,8.1,29,173,1
3.8,8,42,135,1
3.7,6.8,26,109,1
3.6,7.4,29,182,1
3.5,6.8,29,198,1
3.6,7.7,26,167,1
3.7,7.3,27,164,1
3.8,6.8,26,153,1
3.5,7.5,31,161,1
3.5,7.6,28,149,1
3.9,8.2,27,194,1
4,8,32,154,1
3.5,8.7,29,108,1
3.6,7.3,26,168,1
3.6,6.8,31,165,1
3.6,7.4,29,135,1
3.5,7.4,32,122,1
3.6,7.7,27,141,1
3.9,6.9,32,144,1
3.7,7.2,31,134,1
3.8,8,29,184,1
3.8,6.9,32,173,1
3.5,7.5,26,192,1
3.7,7.9,26,159,1
3.5,7.8,29,178,1
3.5,7.2,32,157,1
3.7,7.9,31,148,1
3.8,7.2,28,184,1
3.6,8.4,27,182,1
3.6,8.3,29,127,1
3.6,8.3,28,121,1
4,7.8,32,131,1
4,7.7,27,156,1
3.7,8.6,26,121,1
3.6,8.5,33,170,1
3.7,6.8,26,155,1
3.6,6.9,31,181,1
3.9,8.2,32,166,1
4,7.3,26,152,1
3.7,7.8,26,178,1
3.6,7.1,28,198,1
3.7,7.2,31,138,1
3.8,7,30,176,1
3.6,8.2,27,125,1
3.9,6.8,31,121,1
3.7,8.5,31,148,1
3.5,7.9,28,179,1
3.8,8.6,28,200,1
3.9,7,26,107,1
3.8,8.6,44,100,1
3.9,7,29,147,1
3.9,7.9,28,199,1
3.8,8.6,29,104,1
3.5,7,27,106,1
3.5,8.4,32,155,1
4,7.1,31,111,1
3.5,7.5,31,111,1
3.5,8.6,32,136,1
3.6,8.3,26,139,1
3.9,7.7,30,149,1
3.8,8.4,28,122,1
4,7.9,30,140,1
4,8.6,32,137,1
3.7,6.9,32,182,1
3.9,7.4,26,147,1
3.8,7.6,31,127,1
3.6,7.7,32,118,1
3.6,8.6,32,195,1
3.8,8.6,32,151,1
3.7,8.5,31,127,1
3.5,8,27,134,1
4,8.3,27,160,1
3.6,7.4,29,185,1
3.8,8.1,28,160,1
4,8,26,191,1
4,6.9,26,140,1
4,7.3,26,120,1
3.8,7.3,28,200,1
3.5,7.1,27,109,1
4,8.6,32,136,1
3.7,8.6,26,148,1
3.8,7,29,118,1
3.9,7.4,32,180,1
3.9,7.3,30,118,1
3.5,7,27,150,1
3.5,8.5,31,112,1
3.7,8.7,29,187,1
3.5,8.7,28,188,1
3.7,8.1,28,103,1
3.7,8.4,30,112,1
4,8.5,31,149,1
3.8,7.8,32,115,1
3.8,8.2,32,122,1
3.6,8.6,31,130,1
3.6,7.1,27,183,1
3.9,8.3,28,200,1
4,7.2,28,119,1
3.6,7.2,30,197,1
4,7.9,29,165,1
3.6,7.6,27,168,1
3.5,7.3,31,103,1
3.7,8.2,29,169,1
3.5,7.8,28,157,1
3.6,7,32,178,1
3.8,7.1,31,116,1
3.9,7,37,144,1
4,8.2,29,123,1
3.9,8.6,28,163,1
3.9,7.1,29,164,1
4,7.5,26,194,1
3.5,8.6,38,142,1
3.8,7.7,29,168,1
4,8.4,28,169,1
3.6,7.8,28,159,1
3.6,8.6,26,123,1
3.5,7.5,29,177,1
3.6,8.7,27,153,1
4,8.7,31,158,1
3.6,8.2,29,113,1
3.7,7.3,30,162,1
3.6,7.8,31,122,1
3.8,7.6,28,157,1
4,7.8,26,141,1
4,7.8,32,141,1
3.6,8.5,26,111,1
4,7.3,26,126,1
3.9,7.2,28,102,1
3.7,7.9,28,168,1
3.5,7.9,27,133,1
3.5,8.7,32,139,1
3.9,8.6,29,122,1
3.7,7.8,34,119,1
4,8.4,26,145,1
3.7,6.9,26,121,1
3.5,7.5,30,160,1
3.6,8.2,28,146,1
3.9,8.6,32,158,1
3.5,7.8,32,135,1
4,7.6,31,135,1
3.6,7.2,32,114,1
4,8,29,187,1
3.5,8,31,189,1
3.8,7.9,31,122,1
3.9,7.9,29,160,1
3.5,8.3,29,133,1
3.9,8.7,26,107,1
3.9,8.2,29,118,1
4,8,31,174,1
